"ลำดับ","รหัส อปท","ชื่อ อปท","อำเภอ","จังหวัด"
"4563","5520303","เทศบาลตำบล นาแก้ว","เกาะคา","ลำปาง"
"4564","5520304","เทศบาลตำบล ศาลา","เกาะคา","ลำปาง"
"4565","5520305","เทศบาลตำบล ลำปางหลวง","เกาะคา","ลำปาง"
"4566","5520306","เทศบาลตำบล ไหล่หิน","เกาะคา","ลำปาง"
"4567","5520307","เทศบาลตำบล ท่าผา","เกาะคา","ลำปาง"
"4568","5520308","เทศบาลตำบล เกาะคาแม่ยาว","เกาะคา","ลำปาง"
"4569","6520309","องค์การบริหารส่วนตำบล นาแส่ง","เกาะคา","ลำปาง"
"4570","6520310","องค์การบริหารส่วนตำบล ใหม่พัฒนา","เกาะคา","ลำปาง"
"4571","5520401","เทศบาลตำบล เสริมงาม","เสริมงาม","ลำปาง"
"4572","5520402","เทศบาลตำบล เสริมซ้าย","เสริมงาม","ลำปาง"
"4573","5520403","เทศบาลตำบล ทุ่งงาม","เสริมงาม","ลำปาง"
"4574","6520404","องค์การบริหารส่วนตำบล เสริมกลาง","เสริมงาม","ลำปาง"
"4575","6520405","องค์การบริหารส่วนตำบล เสริมขวา","เสริมงาม","ลำปาง"
"4576","5520501","เทศบาลตำบล หลวงเหนือ","งาว","ลำปาง"
"4577","5520502","เทศบาลตำบล หลวงใต้","งาว","ลำปาง"
"4578","6520503","องค์การบริหารส่วนตำบล บ้านโป่ง","งาว","ลำปาง"
"4579","6520504","องค์การบริหารส่วนตำบล บ้านแหง","งาว","ลำปาง"
"4580","6520505","องค์การบริหารส่วนตำบล ปงเตา","งาว","ลำปาง"
"4581","6520506","องค์การบริหารส่วนตำบล นาแก","งาว","ลำปาง"
"4582","6520507","องค์การบริหารส่วนตำบล บ้านร้อง","งาว","ลำปาง"
"4583","6520508","องค์การบริหารส่วนตำบล บ้านหวด","งาว","ลำปาง"
"4584","6520509","องค์การบริหารส่วนตำบล บ้านอ้อน","งาว","ลำปาง"
"4585","6520510","องค์การบริหารส่วนตำบล แม่ตีบ","งาว","ลำปาง"
"4586","5520601","เทศบาลตำบล แจ้ห่ม","แจ้ห่ม","ลำปาง"
"4587","5520602","เทศบาลตำบล บ้านสา","แจ้ห่ม","ลำปาง"
"4588","5520603","เทศบาลตำบล ทุ่งผึ้ง","แจ้ห่ม","ลำปาง"
"4589","6520604","องค์การบริหารส่วนตำบล แจ้ห่ม","แจ้ห่ม","ลำปาง"
"4590","6520605","องค์การบริหารส่วนตำบล แม่สุก","แจ้ห่ม","ลำปาง"
"4591","6520606","องค์การบริหารส่วนตำบล วิเชตนคร","แจ้ห่ม","ลำปาง"
"4592","6520607","องค์การบริหารส่วนตำบล ปงดอน","แจ้ห่ม","ลำปาง"
"4593","6520608","องค์การบริหารส่วนตำบล เมืองมาย","แจ้ห่ม","ลำปาง"
"4594","5520701","เทศบาลตำบล บ้านใหม่","วังเหนือ","ลำปาง"
